Time,XRotation,YRotation,ZRotation,XPosition,YPosition,ZPosition
0.9069353,-0.04472183,-2.933716E-05,0.001407835,2.005304,0.0153412,2.985941
0.9235082,-0.04182154,-4.40511E-05,0.001359691,2.005295,0.01467376,2.986607
0.9402469,-0.03944193,-0.0001244943,0.000854864,2.005312,0.01411691,2.987152
0.9569166,-0.03783362,-0.0001151789,0.0009539176,2.005324,0.01354549,2.987645
0.9735129,-0.03615027,-0.0002929974,0.0008351987,2.005345,0.01298088,2.988134
0.9900939,-0.03417753,-0.000122136,0.0008570845,2.005326,0.01258686,2.988528
1.006779,-0.03249659,-0.0001613101,0.0008972401,2.005329,0.01218957,2.9889
1.02352,-0.0310065,-0.0003789715,0.0006679547,2.005354,0.01172289,2.9893
1.040103,-0.02916739,-0.0005719749,0.0005604785,2.005373,0.01139396,2.989634
1.056891,-0.02682612,-0.000657098,0.0002547362,2.005377,0.01112045,2.989965
1.073533,-0.02320914,-0.0006863113,0.0001060202,2.005377,0.01089221,2.990355
1.090261,-0.02039286,-0.000771783,3.452372E-05,2.005385,0.01060391,2.990725
1.106829,-0.01764306,-0.000672148,7.576289E-05,2.005374,0.01027211,2.991115
1.123518,-0.01523389,-0.0005667028,0.0002074938,2.005363,0.009815076,2.991553
1.140293,-0.01310506,-0.0005696369,8.149345E-05,2.005368,0.009421266,2.99193
1.156898,-0.01105485,-0.0008567545,-5.330331E-05,2.005398,0.009038336,2.992293
1.173493,-0.009390669,-0.0009492862,-0.0002506802,2.005403,0.008555234,2.992685
1.190196,-0.00850754,-0.001176051,-0.0002697607,2.005421,0.008097385,2.993006
1.206902,-0.007615956,-0.001166431,-0.0004154852,2.005403,0.007625985,2.993332
1.22352,-0.007483616,-0.001159486,-0.0003799556,2.005395,0.007194865,2.993583
1.240313,-0.007482316,-0.001240043,-0.0004094412,2.005394,0.006833829,2.993784
1.25692,-0.007103765,-0.001172856,-0.0003458551,2.005376,0.006587429,2.993945
1.273486,-0.006424043,-0.001182748,-0.0004367743,2.005371,0.00641313,2.994086
1.290251,-0.006118868,-0.001264869,-0.0004537847,2.005374,0.006213185,2.994215
1.306723,-0.005683849,-0.001265689,-0.0003945871,2.005368,0.006100344,2.994306
1.323624,-0.005341437,-0.001278745,-0.0003766572,2.005362,0.005993863,2.994386
1.340261,-0.005135653,-0.001332159,-0.0004250243,2.00536,0.005905117,2.994448
1.35673,-0.00515942,-0.0013536,-0.0004670886,2.005358,0.005874967,2.994462
1.373601,-0.005665403,-0.001389909,-0.0004970583,2.00536,0.005882598,2.994426
1.390225,-0.006861565,-0.001385861,-0.000417823,2.005354,0.005925522,2.994324
1.406819,-0.008284357,-0.001298623,-0.0003287069,2.005344,0.005986317,2.994199
1.423368,-0.01018966,-0.001150578,-0.000227912,2.005332,0.00605412,2.994038
1.440149,-0.0122744,-0.001079389,-0.0001224266,2.005326,0.006206933,2.993819
1.456753,-0.01338766,-0.001072579,-1.152333E-05,2.005322,0.006449115,2.993613
1.473386,-0.01414177,-0.001116835,-1.304815E-05,2.005325,0.006700003,2.993423
1.490255,-0.01463512,-0.001170648,-1.964487E-05,2.00533,0.006969833,2.993239
1.506721,-0.01496253,-0.00118145,-2.509865E-05,2.005325,0.007167269,2.993106
1.523644,-0.01539771,-0.001129731,-8.33489E-05,2.00532,0.007308532,2.992997
1.540263,-0.01599611,-0.00114603,-4.175517E-05,2.005325,0.007429583,2.992889
1.556816,-0.01636898,-0.001145517,-4.810694E-06,2.005325,0.007536421,2.992804
1.573616,-0.01661428,-0.001094883,3.296129E-05,2.005324,0.007628044,2.992735
1.590186,-0.01666596,-0.001088018,2.837281E-05,2.005327,0.007687138,2.992698
1.606711,-0.01670134,-0.001073637,4.286506E-05,2.005328,0.00769628,2.99269
1.623632,-0.01667229,-0.001036406,7.127492E-05,2.00533,0.00769403,2.992693
1.640137,-0.01657189,-0.000997561,0.0001149088,2.00533,0.007684834,2.992705
1.656831,-0.01628397,-0.0009232169,0.0001621777,2.00533,0.007661561,2.992738
1.6736,-0.01573446,-0.0009117395,0.0001907358,2.005329,0.007627139,2.992793
1.690152,-0.01496519,-0.0008621677,0.0002456983,2.005328,0.007564756,2.99288
Building new room if data available
1.706992,-0.01430869,-0.0008687458,0.0001982072,2.005332,0.007465926,2.992979
1.723625,-0.01377446,-0.0009280737,0.00018487,0.005338944,0.007371218,-0.006931753
1.740194,-0.01357632,-0.000924919,0.0001388492,0.005338199,0.007265438,-0.006858775
1.756835,-0.01343801,-0.0009581893,8.949757E-05,0.005337346,0.00720418,-0.006815039
1.773751,-0.01338222,-0.0009923446,6.006764E-05,0.005338237,0.007179657,-0.006797516
1.790175,-0.01338421,-0.001007808,3.413829E-05,0.005339615,0.00717621,-0.006795697
1.806944,-0.01348496,-0.001017613,4.597787E-05,0.005337983,0.00718509,-0.006807325
1.823617,-0.0136835,-0.0009985098,6.53973E-05,0.005338132,0.007208579,-0.006833626
1.840259,-0.01384198,-0.0009885061,8.250785E-05,0.005337001,0.007236095,-0.006859596
1.85669,-0.0139643,-0.0009927498,5.250144E-05,0.005337472,0.007260196,-0.006881273
1.873614,-0.01406146,-0.001006087,4.839919E-05,0.005338497,0.007281921,-0.00689996
1.890111,-0.01408322,-0.001014311,1.606121E-05,0.005341355,0.007286945,-0.006904232
1.906815,-0.01404402,-0.001028612,-8.102938E-06,0.005343091,0.00728235,-0.006899053
1.923564,-0.01397963,-0.001033298,-1.420255E-05,0.005343508,0.007272511,-0.00688925
1.940141,-0.0138492,-0.001027731,-5.746353E-06,0.005343174,0.007259345,-0.006873232
1.956714,-0.01370533,-0.001041237,-1.168386E-05,0.005343684,0.007236039,-0.006850594
1.973632,-0.01358724,-0.001043904,-3.829672E-05,0.005345578,0.007213637,-0.006830167
1.989977,-0.01344503,-0.001054274,-3.402595E-05,0.005344965,0.007197598,-0.00681177
2.0067,-0.01322273,-0.001058372,-7.21849E-05,0.005347509,0.007172343,-0.006782915
2.023614,-0.01300987,-0.00104884,-8.492207E-05,0.005349036,0.007132468,-0.006746441
2.04013,-0.01290768,-0.001067183,-0.0001059415,0.00535221,0.007105311,-0.006724417
2.056692,-0.01287702,-0.001049946,-0.000114232,0.005355343,0.00709792,-0.006718234
2.073632,-0.01299399,-0.001024805,-9.0202E-05,0.005354534,0.007106533,-0.006730756
2.090202,-0.01324641,-0.001013441,-5.902384E-05,0.00535489,0.007130531,-0.006760836
2.10671,-0.01337122,-0.001013781,-5.309771E-05,0.00535265,0.007167167,-0.006789714
2.123558,-0.01356271,-0.001019073,-8.826784E-05,0.005355533,0.007191881,-0.006816236
2.140156,-0.0138973,-0.001028461,-9.681283E-05,0.005356447,0.007216441,-0.006852067
2.156701,-0.0144554,-0.001027137,-8.423477E-05,0.005356379,0.007252218,-0.006908922
2.173624,-0.01545552,-0.0009635881,4.051584E-05,0.005348977,0.007311409,-0.007008075
2.190154,-0.0163612,-0.0009184623,9.63964E-05,0.005345603,0.007403233,-0.00711973
2.206896,-0.01713194,-0.0009071897,0.0001250436,0.00534207,0.007521679,-0.007237977
2.223478,-0.01760279,-0.0009050054,6.974692E-05,0.00534422,0.007657918,-0.007347042
2.240138,-0.01780949,-0.0009436471,5.143029E-05,0.005348432,0.007789276,-0.007436212
2.25685,-0.01816112,-0.0009667049,3.548119E-05,0.005350328,0.007856037,-0.007497858
2.273467,-0.01886894,-0.0009196061,0.0001180942,0.00534739,0.007901402,-0.007570676
2.290125,-0.02017936,-0.0008285334,0.0002353015,0.005336456,0.007955827,-0.007688443
2.306706,-0.02195649,-0.0007022386,0.0004880033,0.005320653,0.008004753,-0.007833666
2.323481,-0.02377935,-0.000647225,0.0003862149,0.005319878,0.008103156,-0.008010764
2.340244,-0.02603725,-0.0005748344,0.0004875156,0.005317181,0.008199891,-0.008215518
2.356819,-0.02965218,-0.0004948276,0.0005587305,0.005312905,0.008272883,-0.008494758
2.373453,-0.03312042,-0.0004678242,0.0007354062,0.005312696,0.008392225,-0.008791608
2.390218,-0.03589847,-0.0005115666,0.0008835283,0.005315654,0.008632055,-0.009116599
2.406805,-0.03975619,-0.0006395644,0.0009619836,0.005326394,0.008869753,-0.009511699
2.423446,-0.04363629,-0.0006955246,0.0009856009,0.005316764,0.009116287,-0.009915042
2.440052,-0.04640833,-0.0007369579,0.001046849,0.005302444,0.009527576,-0.01035148
2.456746,-0.04918317,-0.0005755011,0.00112376,0.005271751,0.009931993,-0.01078757
2.473441,-0.05211017,-0.0004674347,0.001443943,0.005244616,0.01040994,-0.0112847
2.490185,-0.05496159,-0.000361908,0.001263238,0.005234919,0.01080259,-0.01172626
2.506705,-0.05832975,-0.0004141789,0.001150773,0.005247399,0.01124533,-0.01223865
2.523461,-0.0619272,-0.0004285453,0.001100152,0.005254664,0.01159638,-0.01270962
2.540072,-0.06473346,-0.0004495103,0.001118274,0.005258616,0.01215442,-0.01327209
2.556736,-0.06654833,-0.0005138399,0.001128892,0.005264696,0.01266994,-0.0137457
2.573456,-0.06812184,-0.000634705,0.001040572,0.005272336,0.01312845,-0.01416855
2.590091,-0.06909069,-0.0006789619,0.001015831,0.005269133,0.01359223,-0.0145581
2.606829,-0.07034265,-0.000591553,0.0009916393,0.005253479,0.014042,-0.01496077
2.623434,-0.07174202,-0.0005515756,0.001056506,0.005248029,0.01431722,-0.01525257
2.640088,-0.0740474,-0.0005532298,0.001005949,0.005247001,0.01459993,-0.01561405
2.656798,-0.07697101,-0.0006581889,0.001038893,0.005260187,0.01477154,-0.01593974
2.673454,-0.07979626,-0.000500303,0.000914371,0.005237702,0.01504665,-0.01633559
2.690026,-0.08192753,-0.0007195557,0.00108647,0.005262386,0.01534367,-0.01670191
2.706821,-0.08444901,-0.0006369918,0.001138861,0.005252521,0.01559769,-0.01706578
2.723444,-0.08697369,-0.0005823941,0.001145839,0.005242657,0.01592814,-0.01748962
2.740047,-0.08944418,-0.0004809916,0.001145171,0.00523271,0.01626215,-0.01791561
2.756815,-0.091924,-0.0005644282,0.001247597,0.005242,0.0165356,-0.01829891
2.773448,-0.09517628,-0.0005880906,0.001167029,0.005245573,0.01675189,-0.01869452
2.790074,-0.0993532,-0.0004557013,0.001164851,0.005229637,0.01693073,-0.01912748
2.806842,-0.1037555,-0.0005154056,0.001040737,0.005228575,0.01721984,-0.01966517
2.823443,-0.1086437,-0.0006510529,0.001108482,0.005240276,0.01754199,-0.02026707
2.839938,-0.1140787,-0.0006578746,0.001117681,0.005235362,0.01796383,-0.02099381
2.856841,-0.1195915,-0.0006012918,0.001071614,0.00522666,0.01834862,-0.02170236
2.873429,-0.1246238,-0.0007623602,0.001047775,0.005245339,0.01883694,-0.02247151
2.890067,-0.1295078,-0.0008792747,0.0009999786,0.005257491,0.01949139,-0.02338405
2.906795,-0.1344124,-0.0008553725,0.0008686983,0.005249374,0.02042149,-0.02455904
2.923441,-0.1389812,-0.001057447,0.0008347647,0.005268231,0.02070092,-0.02514416
2.940041,-0.1429707,-0.0009013186,0.000603157,0.005246277,0.02115977,-0.0258559
2.956775,-0.1448444,-0.0009012586,0.0003621023,0.005262981,0.02201167,-0.026786
2.973423,-0.1461457,-0.0006694205,6.222333E-05,0.005254469,0.02264294,-0.02747984
2.990108,-0.1474957,-0.000842292,-9.721067E-05,0.005304459,0.02313615,-0.0280542
3.006694,-0.1490303,-0.0008695287,-0.0001607828,0.005337493,0.02359504,-0.02861622
3.023407,-0.1495966,-0.0008841769,-0.00048328,0.005362887,0.02408601,-0.02913961
3.04003,-0.1490658,-0.0009870278,-0.0003665981,0.005395647,0.02450919,-0.0295136
3.056659,-0.1485633,-0.000934727,-0.0003462481,0.005407467,0.02491957,-0.02987938
3.073436,-0.1484857,-0.0009519207,-0.0002541861,0.005421259,0.02514521,-0.0300975
3.090108,-0.148735,-0.0009523205,-0.000289645,0.005427018,0.0252733,-0.03024557
3.106633,-0.1494222,-0.0009291001,-0.0002976429,0.005427439,0.02534988,-0.03037819
3.123434,-0.1499794,-0.0008969959,-0.0002724495,0.005424258,0.02542269,-0.0304967
3.140017,-0.1503611,-0.0009171522,-0.0002391964,0.005420743,0.02550429,-0.03060996
3.156795,-0.1507186,-0.0009318318,-0.0002296816,0.00541908,0.02556303,-0.03069841
3.173438,-0.1511302,-0.0009378582,-0.0002343903,0.005418275,0.02561572,-0.03078533
3.190057,-0.1516515,-0.0009086186,-0.0002283331,0.005413279,0.02565168,-0.03086446
3.206719,-0.1546437,-0.0009657697,-0.0005120224,0.005438786,0.02577129,-0.03123164
3.246027,-0.1565651,-0.0009243025,-0.0008837025,0.005490646,0.02604024,-0.03166563
3.285061,-0.1578298,-0.000883094,-0.00133573,0.005574815,0.0262636,-0.03200115
3.32389,-0.1580772,-0.0008756119,-0.001455499,0.005587894,0.02628671,-0.03204568
3.340007,-0.1582547,-0.0009264266,-0.00158775,0.005630989,0.02638297,-0.03216044
3.356599,-0.1583972,-0.0011737,-0.001688217,0.005653132,0.02643284,-0.0322242
3.373395,-0.1585956,-0.001230223,-0.001761793,0.005644862,0.02646999,-0.03227945
3.390033,-0.1586275,-0.001219604,-0.001737549,0.005642164,0.02649058,-0.03230358
3.406744,-0.1585584,-0.001222135,-0.001631691,0.005627799,0.02648789,-0.03229497
3.423398,-0.1583594,-0.001224404,-0.001522132,0.005609784,0.02647726,-0.03226728
3.440001,-0.1580592,-0.001242755,-0.001419579,0.005592593,0.02645803,-0.03222218
3.456612,-0.1577007,-0.001267633,-0.001384526,0.005579345,0.02643135,-0.03216451
3.473417,-0.1573925,-0.001278658,-0.001279401,0.005561841,0.02638754,-0.0320933
3.490038,-0.1571377,-0.001258923,-0.001138129,0.005541705,0.02635411,-0.0320374
3.506639,-0.1569004,-0.001202058,-0.001007916,0.005521186,0.026328,-0.03199059
3.523424,-0.1567264,-0.00118014,-0.0009382624,0.005510185,0.02630035,-0.03194749
3.540078,-0.1565711,-0.001170334,-0.0008742753,0.005500346,0.02627655,-0.03190995
3.556632,-0.1564588,-0.001165697,-0.0008581288,0.005495992,0.0262618,-0.03188537
3.573364,-0.1563925,-0.001175397,-0.0008434282,0.005492568,0.02625281,-0.03187057
3.590092,-0.1563021,-0.001192253,-0.0008357359,0.005488288,0.0262441,-0.03185407
3.606725,-0.1562501,-0.001192254,-0.0008285266,0.00548685,0.02623613,-0.03184152
3.623371,-0.1561823,-0.001191801,-0.0008426936,0.005488531,0.02623079,-0.03183037
3.640062,-0.1560873,-0.001219147,-0.0008358445,0.005485717,0.02622221,-0.03181363
3.656692,-0.1559436,-0.001247443,-0.0008449216,0.005483407,0.02620738,-0.0317864
