Time,XRotation,YRotation,ZRotation,XPosition,YPosition,ZPosition
0.9566709,0.06718256,-0.002159561,0.06162981,2.007033,-0.05664181,3.040109
0.9732932,0.06665499,-0.002495658,0.06147972,2.007133,-0.05658306,3.04006
0.9899884,0.06631558,-0.002864877,0.06136617,2.007137,-0.05649671,3.040007
1.006639,0.06626639,-0.003307936,0.06113883,2.007109,-0.05642769,3.039975
1.023276,0.06621879,-0.0037109,0.06107108,2.007057,-0.05640587,3.03996
1.039964,0.06584852,-0.004094825,0.06102818,2.006988,-0.05638918,3.039926
1.056631,0.06525733,-0.004331095,0.06105747,2.006937,-0.05633787,3.039867
1.073261,0.06453943,-0.00439993,0.06122421,2.00688,-0.05626958,3.039794
1.089938,0.06338709,-0.00439326,0.06176074,2.006818,-0.05618829,3.03969
1.106599,0.06236314,-0.004362475,0.06245232,2.006749,-0.05608604,3.039586
1.123281,0.06083557,-0.004237039,0.06397887,2.006631,-0.05598909,3.039451
1.139979,0.05988914,-0.0039818,0.06516178,2.0065,-0.05584436,3.039332
1.156589,0.05904199,-0.003567878,0.0663565,2.006358,-0.05570301,3.039221
1.173283,0.05908605,-0.00308208,0.06692394,2.006244,-0.05550497,3.039143
1.189988,0.05907326,-0.002409451,0.06729876,2.006182,-0.05537371,3.039091
1.206642,0.05893514,-0.00191247,0.0674952,2.0062,-0.05530468,3.039059
1.223285,0.05864358,-0.00157899,0.06780008,2.006242,-0.0552577,3.039028
1.239991,0.05810448,-0.001568116,0.06828187,2.006278,-0.05519525,3.038974
1.256608,0.05722431,-0.001713086,0.06953285,2.006221,-0.05515157,3.038899
1.27328,0.05590208,-0.002069348,0.07197715,2.006069,-0.05512343,3.038797
1.289996,0.05450334,-0.001658805,0.07465169,2.005818,-0.05510859,3.038692
1.306613,0.05261661,-0.0006843309,0.0771466,2.005529,-0.05510178,3.03856
1.323309,0.05120177,0.0007546558,0.07979286,2.005239,-0.05500942,3.038426
1.339922,0.05039197,0.001729708,0.0819901,2.005031,-0.05480579,3.038288
1.356601,0.04856625,0.002253,0.0843191,2.004893,-0.05474884,3.038148
1.37327,0.04648447,0.002404389,0.08693745,2.004749,-0.05466718,3.03798
1.389905,0.0445414,0.002238013,0.08926724,2.004552,-0.05448259,3.037774
1.406625,0.0423844,0.002569766,0.09134418,2.004303,-0.05433466,3.037568
1.423268,0.04084327,0.003474673,0.09333194,2.003971,-0.05404295,3.037335
1.439932,0.03990436,0.004458391,0.09480024,2.003706,-0.05377078,3.037152
1.456576,0.03947622,0.005315269,0.09585761,2.003513,-0.05347915,3.036995
1.473332,0.03940157,0.005407236,0.09600749,2.003438,-0.05319326,3.036865
1.489895,0.03841935,0.005283631,0.0974526,2.003372,-0.05303648,3.036734
1.506596,0.03666761,0.005137831,0.1000513,2.003214,-0.05292622,3.036566
1.523281,0.03581477,0.004880539,0.1013385,2.003042,-0.05274113,3.03642
1.539882,0.03552418,0.005027425,0.102052,2.002824,-0.05252147,3.036291
1.556569,0.03504283,0.005062208,0.1027545,2.002611,-0.05233485,3.036164
1.573243,0.03455897,0.004739819,0.1031081,2.002474,-0.05217998,3.036054
1.589876,0.03384654,0.004263116,0.1040313,2.00231,-0.05204633,3.035935
1.606572,0.03262399,0.003219337,0.1051095,2.002175,-0.05198539,3.035815
1.623258,0.03185534,0.002360759,0.1061966,2.001959,-0.05186005,3.035688
1.639874,0.03131711,0.001691491,0.1068915,2.001693,-0.05172881,3.035568
1.656597,0.03137726,0.001573932,0.1066155,2.001376,-0.05156058,3.035467
1.673252,0.03144979,0.001549632,0.1064984,2.001166,-0.05144844,3.035402
1.689886,0.03129653,0.001061778,0.106158,2.001078,-0.05139988,3.035359
1.70656,0.03114686,0.0001460524,0.1054023,2.001073,-0.05135949,3.035325
1.723269,0.0307857,-0.0008117982,0.1052491,2.001038,-0.0513451,3.035286
1.739979,0.03035763,-0.001918749,0.1054063,2.000942,-0.05131847,3.035231
1.756558,0.03001301,-0.002563098,0.1056532,2.000737,-0.05126936,3.035163
1.77325,0.02991036,-0.002832609,0.1056075,2.000564,-0.05121619,3.035113
1.789876,0.02970099,-0.003262026,0.1056776,2.000445,-0.05118679,3.035071
1.806557,0.02927366,-0.003898367,0.1058381,2.000335,-0.05115387,3.035014
1.82326,0.02891027,-0.004596685,0.1061139,2.000225,-0.05111885,3.034959
1.839874,0.02867698,-0.005100283,0.1063377,2.000088,-0.05107811,3.034908
1.856495,0.02828806,-0.005598516,0.1064909,1.999943,-0.05104309,3.034849
1.873256,0.02782897,-0.006107473,0.1066407,1.99983,-0.05099678,3.034783
1.889874,0.02757752,-0.006620944,0.1068856,1.999717,-0.05094835,3.03473
1.906534,0.02725888,-0.007277292,0.1072499,1.999582,-0.05090609,3.034671
1.923258,0.02691375,-0.00791145,0.1075104,1.99946,-0.05088267,3.034621
1.939867,0.02658459,-0.008260169,0.1077082,1.999315,-0.05084472,3.034563
1.956558,0.02626039,-0.008726733,0.1080387,1.999186,-0.05080083,3.034505
1.973275,0.02586387,-0.00903807,0.1085089,1.999014,-0.0507496,3.034434
1.989863,0.02580797,-0.009175251,0.1086941,1.998901,-0.05069975,3.034393
2.006549,0.02560375,-0.009363094,0.108918,1.998819,-0.05068449,3.034362
2.02322,0.0253931,-0.009532726,0.109113,1.998754,-0.05065731,3.034328
2.039872,0.02509171,-0.00977088,0.1093017,1.998686,-0.05062719,3.034285
2.056564,0.02483181,-0.01001239,0.1095265,1.998618,-0.05059677,3.034245
2.07321,0.02472805,-0.01017292,0.1096274,1.998548,-0.05056243,3.034213
2.089869,0.02472875,-0.01033322,0.109643,1.998495,-0.05054989,3.034199
2.106524,0.02471058,-0.01048991,0.1096008,1.998479,-0.05054986,3.034195
2.123229,0.02471251,-0.01063251,0.1095367,1.99846,-0.0505483,3.034191
2.139857,0.02475496,-0.01070003,0.1094657,1.998452,-0.05055387,3.034195
2.156515,0.02484442,-0.01067265,0.1093546,1.998464,-0.05056285,3.034206
2.173217,0.02498387,-0.01060786,0.1092449,1.998492,-0.05057576,3.034225
2.189854,0.02509214,-0.01049588,0.1091708,1.998521,-0.05059539,3.034245
2.206518,0.0251751,-0.01037076,0.1090945,1.998552,-0.05060359,3.034258
2.223243,0.02528469,-0.01022475,0.1089979,1.998588,-0.05061539,3.034276
2.239853,0.02537304,-0.01009967,0.1089513,1.99862,-0.0506256,3.034291
2.256593,0.02551427,-0.0099811,0.1088747,1.998654,-0.05064218,3.034313
2.273113,0.02566135,-0.009883108,0.1087794,1.998684,-0.05065877,3.034334
2.289881,0.02575954,-0.00988032,0.1087157,1.998708,-0.05068142,3.034353
2.306555,0.02580816,-0.009864729,0.1086882,1.998716,-0.05069089,3.034362
2.323218,0.02582375,-0.009911071,0.1087117,1.998707,-0.05069601,3.034363
2.339858,0.02582971,-0.009925827,0.108733,1.9987,-0.05069758,3.034364
2.356539,0.02586919,-0.009922014,0.1087399,1.998701,-0.05070331,3.034369
2.373197,0.02594931,-0.009912532,0.1087735,1.9987,-0.05071479,3.034379
2.389849,0.02603015,-0.009905776,0.1088147,1.998695,-0.0507309,3.034391
2.406544,0.02612352,-0.009931123,0.1088712,1.998687,-0.05074943,3.034404
2.423233,0.02615288,-0.009946392,0.1088864,1.99868,-0.0507573,3.034408
2.439858,0.02616742,-0.009948836,0.1089119,1.998677,-0.05075973,3.03441
2.45661,0.02618297,-0.009909031,0.108946,1.998677,-0.05076214,3.034412
2.47318,0.02621194,-0.009817189,0.1089734,1.998685,-0.05076776,3.034418
2.489835,0.02628289,-0.009691228,0.1089618,1.998703,-0.05077421,3.034429
2.506607,0.02641733,-0.009510873,0.1088815,1.998734,-0.05078474,3.034447
2.523221,0.02660454,-0.009280774,0.1087753,1.99878,-0.05080217,3.034474
2.539964,0.02673852,-0.00912068,0.108754,1.998823,-0.05082449,3.034499
2.556537,0.02680817,-0.00903061,0.1088122,1.998847,-0.05084514,3.034516
2.573203,0.02686883,-0.008927162,0.1088864,1.998855,-0.05085667,3.034527
2.58986,0.02697122,-0.008788344,0.1089006,1.99887,-0.05087043,3.034542
2.606601,0.02709734,-0.008610229,0.1088235,1.9989,-0.05087897,3.034559
2.623219,0.02720284,-0.008445943,0.1087617,1.998943,-0.05089515,3.034579
2.63986,0.02730336,-0.008243793,0.1087706,1.998979,-0.05091121,3.034598
2.6566,0.02732893,-0.008061582,0.1088082,1.999006,-0.05091881,3.034608
2.673212,0.02738776,-0.007822518,0.1087532,1.999043,-0.0509215,3.034619
2.689839,0.02742963,-0.007710529,0.1087107,1.999083,-0.05092559,3.034629
2.706577,0.02746957,-0.007652423,0.1086857,1.999106,-0.0509311,3.034637
2.723191,0.02750357,-0.007680897,0.1086736,1.999107,-0.05093637,3.034642
2.739974,0.02750045,-0.007776003,0.10871,1.999088,-0.05094004,3.03464
2.756593,0.02749601,-0.007856674,0.1087287,1.999071,-0.05094044,3.034637
2.773186,0.02750271,-0.007896332,0.1086915,1.999067,-0.05094175,3.034637
2.789855,0.02752113,-0.007871534,0.1086228,1.999079,-0.05094284,3.034641
2.806587,0.02746198,-0.007828259,0.1085839,1.999091,-0.05093625,3.034636
2.82319,0.02736384,-0.007827384,0.108596,1.999091,-0.05092019,3.034622
2.839852,0.0272957,-0.007842591,0.1086509,1.999079,-0.05090584,3.03461
2.856606,0.02731146,-0.007879646,0.1086975,1.999066,-0.05090715,3.03461
2.873188,0.02743117,-0.007908232,0.1086471,1.999067,-0.05092,3.034623
2.889857,0.02762393,-0.007956435,0.1085116,1.99908,-0.05094169,3.034646
2.906588,0.02764407,-0.008019767,0.108477,1.999082,-0.05096071,3.034656
2.923182,0.02766305,-0.00807968,0.1084587,1.999074,-0.05096224,3.034656
2.939839,0.02766154,-0.008138944,0.1084495,1.999065,-0.05096432,3.034656
2.95659,0.02766786,-0.008214036,0.1084009,1.999063,-0.0509654,3.034656
2.973178,0.02764903,-0.00833606,0.1084128,1.999046,-0.05096422,3.034651
2.989874,0.02756404,-0.008495526,0.1085017,1.999009,-0.05096112,3.034639
3.006582,0.02749133,-0.008595419,0.1085835,1.998974,-0.05095077,3.034625
3.023187,0.02743485,-0.008649459,0.1086035,1.998956,-0.05094159,3.034615
3.039837,0.0273793,-0.008671623,0.108529,1.998959,-0.05093237,3.034607
3.056483,0.02736789,-0.008715447,0.1084454,1.998966,-0.05092495,3.034604
3.073197,0.02733731,-0.008770037,0.1084145,1.998962,-0.05092024,3.034599
3.089843,0.02728225,-0.008798252,0.1084147,1.998955,-0.05091247,3.034591
3.10659,0.0272164,-0.008775008,0.108378,1.998959,-0.05090286,3.034583
3.123168,0.02720554,-0.008725383,0.1083418,1.998975,-0.05089452,3.034581
3.139832,0.02720117,-0.008702055,0.1082954,1.998986,-0.05089208,3.034581
3.156567,0.02715322,-0.008759604,0.1083046,1.998981,-0.05088814,3.034575
3.173168,0.02704818,-0.00884841,0.1082147,1.998974,-0.05087561,3.034561
3.189829,0.02690616,-0.009011483,0.1080231,1.998978,-0.05085556,3.034543
3.206567,0.02682577,-0.009243008,0.1078542,1.998972,-0.0508288,3.034523
3.223165,0.02677718,-0.009433755,0.1078312,1.998944,-0.05082122,3.034512
3.239821,0.02672173,-0.009682515,0.1078588,1.998908,-0.05081966,3.034502
3.25657,0.02668529,-0.009822257,0.1078561,1.998872,-0.05081182,3.03449
3.273165,0.02674524,-0.009860905,0.1077362,1.998865,-0.05080904,3.034492
3.289817,0.02704038,-0.00981687,0.107489,1.998892,-0.05082801,3.034522
3.306585,0.0272449,-0.009798981,0.1072178,1.998931,-0.05085843,3.034553
3.323163,0.02738109,-0.009918015,0.1069381,1.998975,-0.05088615,3.034579
3.339807,0.02747381,-0.01011198,0.1066791,1.998998,-0.05089558,3.03459
3.356541,0.02755374,-0.01030986,0.1064918,1.999,-0.05090966,3.0346
3.373176,0.02766466,-0.01043406,0.1063382,1.998996,-0.05092306,3.034612
3.389819,0.02782409,-0.01058511,0.1061552,1.999001,-0.05093664,3.034627
3.406561,0.02791499,-0.01066429,0.1060657,1.999,-0.05096136,3.034643
3.423155,0.02800874,-0.01081877,0.1059817,1.998993,-0.05098219,3.034657
3.439816,0.02805475,-0.01086524,0.1059363,1.998981,-0.05099053,3.034661
3.456498,0.02817409,-0.01083044,0.1058916,1.998991,-0.05100679,3.034678
3.473174,0.02833439,-0.0105641,0.105928,1.999008,-0.05102214,3.034698
3.489796,0.02853112,-0.01019776,0.1060153,1.999039,-0.05104332,3.034726
3.506556,0.02867754,-0.009530419,0.1062177,1.999095,-0.05107546,3.034761
3.523132,0.02873575,-0.008981929,0.1064594,1.99914,-0.05108828,3.03478
3.539857,0.02872112,-0.008387337,0.1066713,1.999197,-0.05109448,3.034793
3.556421,0.02877285,-0.007802468,0.1068662,1.999291,-0.05109294,3.034811
3.576531,0.02878723,-0.007689145,0.1068609,1.999315,-0.05109205,3.034815
3.589827,0.02879228,-0.007480572,0.1069738,1.999375,-0.05109608,3.034826
3.606486,0.02878717,-0.007377828,0.1070793,1.999395,-0.05109748,3.034829
3.623187,0.02871841,-0.007343811,0.1072561,1.99939,-0.05109501,3.034824
3.639828,0.0286243,-0.007416958,0.1073813,1.999357,-0.05108222,3.034808
3.65651,0.02859361,-0.007466058,0.1073814,1.999347,-0.05107624,3.034802
3.673166,0.02851218,-0.007609985,0.1073587,1.999331,-0.05106842,3.03479
3.689821,0.02845739,-0.007809519,0.1073597,1.999306,-0.05105911,3.034778
3.706498,0.02844954,-0.007980227,0.107389,1.999269,-0.05105681,3.034771
3.723177,0.02845374,-0.00810405,0.1073534,1.999244,-0.05105988,3.034769
3.73993,0.02847438,-0.008199708,0.1072957,1.999234,-0.05106327,3.03477
3.756458,0.02846861,-0.00821819,0.1072761,1.999232,-0.0510629,3.034769
3.773165,0.02842594,-0.008142095,0.1072835,1.999238,-0.05105631,3.034765
3.789824,0.0284715,-0.007925984,0.1073114,1.999253,-0.05105708,3.034771
3.806454,0.02855065,-0.007609435,0.1073881,1.99928,-0.05106564,3.034785
3.823187,0.02859151,-0.00717539,0.1074429,1.99933,-0.05107231,3.0348
3.839796,0.02862096,-0.006779751,0.1074702,1.99938,-0.05107315,3.034811
3.856438,0.02873047,-0.006462741,0.1074363,1.999443,-0.05107314,3.034827
3.873157,0.02883258,-0.006175065,0.1073902,1.999506,-0.05108283,3.034847
3.889804,0.02896971,-0.005956181,0.1073586,1.999568,-0.05110077,3.034872
3.906464,0.02905946,-0.005881243,0.1074183,1.999602,-0.05112321,3.034892
3.923195,0.02912286,-0.00586192,0.107609,1.99959,-0.05113893,3.034902
3.939799,0.02916163,-0.005909212,0.1077304,1.999565,-0.05115105,3.034907
3.956459,0.02919532,-0.005935304,0.1077812,1.999548,-0.05116193,3.034912
3.973198,0.02919539,-0.005985206,0.1077853,1.99954,-0.05116385,3.034911
3.989784,0.02915895,-0.006088646,0.1077978,1.999525,-0.05116146,3.034905
4.006447,0.02904319,-0.006233644,0.107814,1.999502,-0.05115094,3.03489
4.023143,0.02897504,-0.0063591,0.1077932,1.999478,-0.05113652,3.034876
4.039787,0.02888867,-0.0065083,0.10775,1.999461,-0.05112521,3.034862
4.056554,0.02881818,-0.00660705,0.1077363,1.999442,-0.05111269,3.034849
4.073186,0.02878014,-0.006708041,0.1077317,1.999424,-0.05110532,3.034841
4.089769,0.02873259,-0.006758823,0.1077265,1.999414,-0.0510983,3.034833
4.106516,0.02868674,-0.006779855,0.1076887,1.999412,-0.05108894,3.034826
4.123189,0.02866343,-0.006789625,0.1076302,1.999419,-0.05108347,3.034822
4.139767,0.02862597,-0.006814444,0.1075414,1.999426,-0.05107585,3.034817
4.156466,0.02860197,-0.006898612,0.107464,1.999429,-0.05106948,3.034813
4.173196,0.02856154,-0.006982974,0.1074821,1.999414,-0.05106539,3.034806
4.189795,0.02851008,-0.007097316,0.1075541,1.999383,-0.05106148,3.034797
4.206462,0.02849671,-0.007102441,0.1076075,1.999368,-0.05105904,3.034793
4.223147,0.02854212,-0.007020459,0.1075939,1.999378,-0.05106302,3.034799
4.239778,0.02864747,-0.006888088,0.1074957,1.999411,-0.05107138,3.034814
4.256444,0.02869079,-0.006778635,0.1074017,1.999446,-0.0510776,3.034825
4.273166,0.02873961,-0.00669394,0.1073126,1.999475,-0.05108204,3.034834
4.289764,0.02876905,-0.00656122,0.1072151,1.999506,-0.05108224,3.03484
4.306461,0.02878683,-0.006430715,0.1071362,1.999538,-0.05108253,3.034846
4.323195,0.02882684,-0.006235715,0.1070636,1.999571,-0.05108019,3.034853
4.339771,0.02886152,-0.00587828,0.1070385,1.999618,-0.05107788,3.034861
4.356488,0.02899042,-0.005249591,0.1071259,1.999649,-0.05108313,3.03488
4.373106,0.0292351,-0.00380856,0.1075305,1.999656,-0.05109321,3.03491
4.389767,0.02989542,-0.001163709,0.1079218,1.999602,-0.05108927,3.034963
4.406377,0.03135269,0.003489827,0.1079625,1.999456,-0.05105256,3.035058
4.423109,0.03366082,0.009388459,0.1071294,1.999565,-0.05102683,3.035254
4.439758,0.03556924,0.01452335,0.1063532,1.999848,-0.05107107,3.035469
4.456479,0.03730857,0.02023923,0.1056274,2.000402,-0.05120696,3.035745
4.473107,0.03869853,0.02604488,0.1047316,2.000974,-0.05135307,3.036003
4.489774,0.04074621,0.03274819,0.1032984,2.001607,-0.05143658,3.036287
4.506446,0.04338495,0.04004605,0.1016094,2.002158,-0.05146994,3.036587
4.523169,0.0467408,0.04944819,0.09969986,2.003172,-0.05158834,3.037016
4.539806,0.04981168,0.05957187,0.09860668,2.004134,-0.05177174,3.037451
4.556376,0.05292509,0.07043057,0.09752221,2.005248,-0.05198781,3.037908
4.573118,0.05663024,0.0821317,0.09625934,2.006505,-0.05218939,3.038397
4.589778,0.06018439,0.09452263,0.09474465,2.007942,-0.05246205,3.038898
4.606521,0.06359899,0.1079359,0.09306557,2.009914,-0.05285035,3.039409
4.623101,0.06733309,0.1212545,0.09165495,2.011719,-0.05314615,3.039871
4.639804,0.07140549,0.1351953,0.08999309,2.013638,-0.05344789,3.040325
4.656485,0.07566105,0.1493503,0.08757222,2.016195,-0.05385393,3.040725
4.673097,0.07979577,0.1638266,0.08344787,2.018476,-0.05418872,3.041085
4.689775,0.0841638,0.1781037,0.077949,2.021007,-0.05449866,3.041367
4.706484,0.08795062,0.1906953,0.07242584,2.024367,-0.05500581,3.041418
4.72309,0.0902333,0.2020404,0.06783514,2.027275,-0.0555518,3.041352
4.739923,0.09121228,0.2116705,0.06333529,2.030699,-0.05618431,3.040973
4.756392,0.09264078,0.2206347,0.05939882,2.033451,-0.05659437,3.04061
4.77307,0.09384561,0.2285398,0.0575515,2.036011,-0.05701049,3.040175
4.789761,0.09424319,0.2357037,0.0571895,2.038694,-0.05748521,3.039562
4.806492,0.0952314,0.2431564,0.05540436,2.040712,-0.05772743,3.0391
4.823087,0.09707275,0.2507372,0.05313844,2.042588,-0.05787817,3.03868
4.839797,0.09811603,0.2569411,0.04911472,2.044836,-0.05811401,3.03805
4.856416,0.09920582,0.2625253,0.04590349,2.046377,-0.05826765,3.037633
4.873073,0.1003727,0.2659065,0.04279611,2.048502,-0.05849473,3.036923
4.889792,0.1015533,0.2686401,0.03997551,2.050163,-0.05869771,3.036369
4.9064,0.1023023,0.2698369,0.0378291,2.051891,-0.05900952,3.035738
4.923077,0.1023763,0.2700086,0.0355504,2.053374,-0.05933535,3.035157
4.939754,0.1024,0.2703871,0.03379635,2.054402,-0.05958135,3.034753
4.956491,0.1021609,0.2702207,0.03276556,2.055244,-0.05982382,3.034401
4.973074,0.1014185,0.2688673,0.03355186,2.055953,-0.06007985,3.034047
4.989765,0.1014327,0.2681379,0.03331522,2.05645,-0.06017347,3.033817
5.006497,0.1014952,0.2681027,0.03098101,2.056811,-0.06020568,3.03368
5.023067,0.1013342,0.2673773,0.02915958,2.057159,-0.0602709,3.033535
5.03974,0.1009982,0.2658787,0.02778654,2.057466,-0.06035928,3.033397
5.056507,0.1006389,0.2639028,0.02588673,2.057684,-0.06039985,3.033296
5.073072,0.100144,0.2623094,0.02472676,2.057763,-0.06045188,3.033255
5.089763,0.1001755,0.2609159,0.02401798,2.057738,-0.06045679,3.033281
5.106491,0.1001121,0.2602078,0.02360801,2.057636,-0.06048822,3.033348
5.123059,0.1002157,0.2593368,0.02277981,2.057563,-0.06049537,3.033408
5.139742,0.1002988,0.2581218,0.02195304,2.057525,-0.06052821,3.033457
5.156511,0.1002037,0.2558504,0.02070007,2.057553,-0.06056081,3.033463
5.173088,0.09982245,0.2508476,0.01836638,2.057756,-0.06058227,3.033368
5.189747,0.09892227,0.245252,0.01728057,2.057857,-0.06066211,3.033297
5.206476,0.09760234,0.2375774,0.01664322,2.057784,-0.06073658,3.033286
5.22306,0.09650549,0.2287939,0.01583216,2.057609,-0.06073217,3.033327
5.239744,0.09523838,0.2181057,0.01553927,2.0571,-0.06069893,3.033519
5.256469,0.09333497,0.2066915,0.01599619,2.056486,-0.06072112,3.033737
5.273056,0.09078617,0.1942871,0.01677296,2.055629,-0.06071039,3.03402
5.28974,0.08834756,0.1806131,0.01812307,2.054224,-0.06056,3.0345
5.306509,0.08567442,0.1662255,0.02012665,2.052862,-0.06039975,3.034924
5.323073,0.08205458,0.1505904,0.02356872,2.051269,-0.06025704,3.035364
5.339745,0.07888561,0.1326457,0.02808017,2.049253,-0.05990642,3.0359
5.356516,0.07574425,0.1121287,0.03391852,2.046951,-0.05950269,3.036488
5.373045,0.07078541,0.08982294,0.03967427,2.04456,-0.05922097,3.037014
5.389772,0.06444381,0.06647433,0.04488102,2.04107,-0.0587921,3.037632
5.406365,0.05633766,0.04461427,0.04964208,2.037722,-0.05843291,3.038001
5.42305,0.05016789,0.02487228,0.05314751,2.033998,-0.05768633,3.038246
5.439712,0.04699202,0.008195666,0.0565506,2.030041,-0.05668801,3.038391
5.456465,0.04770697,-0.005778464,0.06047028,2.02532,-0.05546793,3.038512
5.473039,0.04862569,-0.01930747,0.06242292,2.021664,-0.05470263,3.038569
5.489714,0.04871536,-0.03347944,0.06415255,2.017795,-0.05425341,3.038563
5.506419,0.04833975,-0.04913711,0.06416468,2.014898,-0.05402246,3.038512
5.523077,0.04939837,-0.0657393,0.06103451,2.01226,-0.05377603,3.038465
5.539708,0.04874865,-0.08110681,0.05644865,2.009125,-0.05387659,3.038294
5.556423,0.04533866,-0.09529445,0.05187476,2.006671,-0.0541531,3.037992
5.573079,0.04052019,-0.1085958,0.04753517,2.004374,-0.05433191,3.037509
5.589748,0.03573419,-0.1210439,0.04327264,2.002224,-0.05425679,3.036879
5.606431,0.03107869,-0.13358,0.03921647,1.999865,-0.05387495,3.036021
5.623075,0.02881559,-0.1468576,0.0358735,1.998128,-0.053283,3.035301
5.639748,0.02575257,-0.1601182,0.03178116,1.996458,-0.05282814,3.034555
5.656395,0.02409198,-0.1738788,0.02694626,1.994908,-0.05225348,3.033826
5.673067,0.0225317,-0.1883405,0.01946021,1.993127,-0.05168778,3.032962
5.689701,0.02025775,-0.2036076,0.01251399,1.991879,-0.05129131,3.032272
5.706391,0.01823634,-0.2191983,0.007125596,1.990593,-0.05082456,3.031543
